C_ID,R_ID,R_Date,R_Time
120000158,382916,30-01-2017,16:15
120000159,326617,30-01-2017,16:30
120000160,995962,30-01-2017,16:45
120000161,709637,30-01-2017,17:00
120000162,914622,30-01-2017,09:00
120000163,245943,31-01-2017,09:00
120000164,426288,31-01-2017,09:15
120000165,624934,31-01-2017,09:30
120000166,360379,31-01-2017,09:45
120000167,650850,31-01-2017,10:00
120000168,571630,31-01-2017,10:15
120000169,639193,31-01-2017,10:30
120000170,955585,31-01-2017,10:45
120000171,484965,01-02-2017,11:00
120000172,693509,01-02-2017,11:15
120000173,600630,01-02-2017,11:30
120000174,685144,01-02-2017,11:45
120000175,799303,02-02-2017,12:00
120000176,320918,02-02-2017,12:15
120000177,299882,02-02-2017,12:30
120000178,399491,02-02-2017,12:45
120000179,848798,03-02-2017,13:00
120000180,749390,03-02-2017,13:15
120000181,260908,03-02-2017,13:30
120000182,679738,03-02-2017,13:45
120000183,247346,04-02-2017,14:00
120000184,747205,04-02-2017,14:15
120000185,695151,04-02-2017,14:30
120000186,505474,05-02-2017,14:45
120000187,803643,05-02-2017,15:00
120000188,650791,05-02-2017,15:15
120000189,984432,05-02-2017,15:30
120000190,107252,06-02-2017,15:45
120000191,388246,06-02-2017,16:00
120000192,671513,07-02-2017,16:15
120000193,896407,07-02-2017,16:30
120000194,905003,07-02-2017,16:45
120000195,975976,07-02-2017,17:00
120000196,239548,07-02-2017,09:00
120000197,354995,08-02-2017,09:00
120000198,545030,08-02-2017,09:15
120000199,859556,08-02-2017,09:30
120000200,732513,08-02-2017,09:45
120000201,619982,08-02-2017,10:00
120000202,996366,08-02-2017,10:15
120000203,404407,09-02-2017,10:30
120000204,283213,09-02-2017,10:45
120000205,979334,09-02-2017,11:00
120000206,393848,09-02-2017,11:15
120000207,665400,10-02-2017,11:30
120000208,705825,10-02-2017,11:45
120000209,883040,10-02-2017,12:00
120000210,602615,10-02-2017,12:15
120000211,970258,10-02-2017,12:30
120000212,598450,11-02-2017,12:45
120000213,226976,12-02-2017,13:00
120000214,246458,12-02-2017,13:15
120000215,485201,12-02-2017,13:30
120000216,856062,12-02-2017,13:45
120000217,169604,12-02-2017,14:00
120000218,529321,13-02-2017,14:15
120000219,821293,13-02-2017,14:30
120000220,540270,14-02-2017,14:45
120000221,895702,14-02-2017,15:00
120000222,607592,15-02-2017,15:15
120000223,935123,15-02-2017,15:30
120000224,478063,15-02-2017,15:45
120000225,989798,15-02-2017,16:00
120000226,835338,15-02-2017,16:15
120000227,643193,16-02-2017,16:30
120000228,680019,16-02-2017,16:45
120000229,444038,16-02-2017,17:00
120000230,555471,16-02-2017,09:00
120000231,438344,17-02-2017,09:00
120000232,385475,17-02-2017,09:15
120000233,838876,17-02-2017,09:30
120000234,923139,18-02-2017,09:45
120000235,793809,18-02-2017,10:00
120000236,612648,18-02-2017,10:15
120000237,912001,18-02-2017,10:30
120000238,145419,18-02-2017,10:45
120000239,461672,19-02-2017,11:00
120000240,544536,19-02-2017,11:15
120000241,217553,19-02-2017,11:30
120000242,430820,19-02-2017,11:45
120000243,799535,19-02-2017,12:00
120000244,881515,20-02-2017,12:15
120000245,879225,20-02-2017,12:30
120000246,578122,20-02-2017,12:45
120000247,600967,21-02-2017,13:00
120000248,879711,21-02-2017,13:15
120000249,807551,21-02-2017,13:30
120000250,316780,21-02-2017,13:45
120000251,609845,21-02-2017,14:00
120000252,559764,21-02-2017,14:15
120000253,946931,21-02-2017,14:30
120000254,888353,21-02-2017,14:45
120000255,696390,21-02-2017,15:00
120000256,421594,22-02-2017,15:15
120000257,157817,22-02-2017,16:45
120000258,382916,22-02-2017,09:45
120000259,326617,22-02-2017,11:45
120000260,995962,22-02-2017,16:00
120000261,709637,22-02-2017,12:45
120000262,914622,22-02-2017,09:00
120000263,245943,22-02-2017,14:45
120000264,426288,23-02-2017,13:15
120000265,624934,23-02-2017,15:30
120000266,360379,23-02-2017,14:30
120000267,650850,23-02-2017,16:30
120000268,571630,23-02-2017,09:15
120000269,639193,23-02-2017,12:30
120000270,955585,23-02-2017,15:00
120000271,484965,23-02-2017,13:30
120000272,693509,24-02-2017,12:00
120000273,600630,24-02-2017,15:45
120000274,685144,24-02-2017,17:00
120000275,799303,24-02-2017,11:00
120000276,320918,24-02-2017,10:00
120000277,299882,25-02-2017,14:00
120000278,399491,25-02-2017,11:15
120000279,848798,25-02-2017,10:30
120000280,749390,26-02-2017,14:15
120000281,260908,26-02-2017,12:15
120000282,679738,26-02-2017,13:45
120000283,247346,27-02-2017,11:30
120000284,747205,27-02-2017,09:30
120000285,695151,27-02-2017,10:15
120000286,505474,28-02-2017,14:00
120000287,803643,28-02-2017,17:00
120000288,650791,28-02-2017,11:00
120000289,984432,01-03-2017,13:45
120000290,107252,01-03-2017,14:30
120000291,388246,01-03-2017,09:00
120000292,671513,01-03-2017,09:15
120000293,896407,01-03-2017,14:45
120000294,905003,02-03-2017,11:15
120000295,975976,02-03-2017,15:15
120000296,239548,02-03-2017,16:30
120000297,354995,02-03-2017,11:30
120000298,545030,02-03-2017,10:30
120000299,859556,03-03-2017,11:45
120000300,732513,03-03-2017,15:00
120000301,619982,03-03-2017,16:00
120000302,996366,03-03-2017,16:45
120000303,404407,03-03-2017,10:00
120000304,283213,03-03-2017,12:45
120000305,979334,03-03-2017,10:15
120000306,393848,04-03-2017,13:15
120000307,665400,04-03-2017,12:30
120000308,705825,04-03-2017,14:15
120000309,883040,04-03-2017,15:30
120000310,602615,04-03-2017,15:45
120000311,970258,04-03-2017,09:30
120000312,598450,05-03-2017,13:30
120000313,226976,05-03-2017,12:15
120000314,246458,05-03-2017,09:45
120000315,485201,05-03-2017,12:00
120000316,856062,05-03-2017,10:15
120000317,169604,05-03-2017,14:00
120000318,529321,06-03-2017,11:30
120000319,821293,06-03-2017,13:15
120000320,540270,06-03-2017,09:15
120000321,895702,06-03-2017,15:45
120000322,607592,06-03-2017,10:00
120000323,935123,07-03-2017,16:30
120000324,478063,07-03-2017,16:45
120000325,989798,07-03-2017,13:30
120000326,835338,08-03-2017,09:00
120000327,643193,08-03-2017,09:15
120000328,680019,08-03-2017,09:30
120000329,444038,09-03-2017,09:45
120000330,555471,09-03-2017,10:00
120000331,438344,09-03-2017,10:15
120000332,385475,10-03-2017,10:30
120000333,838876,10-03-2017,10:45
120000334,923139,10-03-2017,11:00
120000335,793809,10-03-2017,11:15
120000336,612648,11-03-2017,11:30
120000337,912001,11-03-2017,11:45
120000338,145419,11-03-2017,12:00
120000339,461672,11-03-2017,12:15
120000340,544536,11-03-2017,12:30
120000341,217553,11-03-2017,12:45
120000342,430820,11-03-2017,13:00
120000343,799535,11-03-2017,13:15
120000344,881515,12-03-2017,13:30
120000345,879225,12-03-2017,13:45
120000346,578122,12-03-2017,14:00
120000347,600967,13-03-2017,14:15
120000348,879711,13-03-2017,14:30
120000349,807551,13-03-2017,14:45
120000350,316780,13-03-2017,15:00
120000351,609845,13-03-2017,15:15
120000352,559764,14-03-2017,15:30
120000353,946931,14-03-2017,15:45
120000354,888353,14-03-2017,16:00
120000355,696390,15-03-2017,16:15
120000356,421594,15-03-2017,16:30
120000357,157817,15-03-2017,16:45
120000358,382916,15-03-2017,17:00
120000359,326617,15-03-2017,09:00
120000360,995962,15-03-2017,09:15
120000361,709637,15-03-2017,09:30
120000362,914622,15-03-2017,09:45
120000363,245943,16-03-2017,10:00
120000364,426288,16-03-2017,10:15
120000365,624934,16-03-2017,10:30
120000366,360379,16-03-2017,10:45
120000367,650850,17-03-2017,11:00
120000368,571630,17-03-2017,11:15
120000369,639193,17-03-2017,11:30
120000370,955585,17-03-2017,11:45
120000371,484965,18-03-2017,12:00
120000372,693509,18-03-2017,12:15
120000373,600630,18-03-2017,12:30
120000374,685144,18-03-2017,12:45
120000375,799303,18-03-2017,13:00
120000376,320918,19-03-2017,13:15
120000377,299882,19-03-2017,13:30
120000378,399491,19-03-2017,13:45
120000379,848798,19-03-2017,14:00
120000380,749390,19-03-2017,14:15
120000381,260908,19-03-2017,14:30
120000382,679738,19-03-2017,14:45
120000383,247346,19-03-2017,15:00
120000384,747205,20-03-2017,15:15
120000385,695151,20-03-2017,15:30
120000386,505474,20-03-2017,15:45
120000387,803643,21-03-2017,16:00
120000388,650791,21-03-2017,16:15
120000389,984432,21-03-2017,16:30
120000390,107252,21-03-2017,16:45
120000391,388246,21-03-2017,17:00
120000392,671513,22-03-2017,09:00
120000393,896407,22-03-2017,09:15
120000394,905003,22-03-2017,09:30
120000395,975976,23-03-2017,09:45
120000396,239548,23-03-2017,10:00
120000397,354995,23-03-2017,10:15
120000398,545030,23-03-2017,10:30
120000399,859556,23-03-2017,10:45
120000400,732513,23-03-2017,11:00
120000401,619982,23-03-2017,11:15
120000402,996366,23-03-2017,11:30
120000403,404407,23-03-2017,11:45
120000404,283213,24-03-2017,12:00
120000405,979334,24-03-2017,12:15
120000406,393848,24-03-2017,12:30
120000407,665400,24-03-2017,12:45
120000408,705825,24-03-2017,13:00
120000409,883040,24-03-2017,13:15
120000410,602615,24-03-2017,13:30
120000411,970258,24-03-2017,13:45
120000412,598450,24-03-2017,14:00
120000413,226976,24-03-2017,14:15
120000414,246458,24-03-2017,14:30
120000415,485201,24-03-2017,14:45
120000416,856062,24-03-2017,15:00
120000417,169604,24-03-2017,15:15
120000418,529321,24-03-2017,15:30
120000419,821293,24-03-2017,15:45
120000420,540270,25-03-2017,16:00
120000421,895702,25-03-2017,16:15
120000422,607592,25-03-2017,16:30
120000423,935123,25-03-2017,16:45
120000424,478063,25-03-2017,17:00
120000425,989798,26-03-2017,09:00
120000426,835338,27-03-2017,09:15
120000427,643193,27-03-2017,09:30
120000428,680019,27-03-2017,09:45
120000429,444038,27-03-2017,10:00
120000430,555471,27-03-2017,10:15
120000431,438344,28-03-2017,10:30
120000432,385475,28-03-2017,10:45
120000433,838876,28-03-2017,11:00
120000434,923139,28-03-2017,11:15
120000435,793809,28-03-2017,11:30
120000436,612648,28-03-2017,11:45
120000437,912001,28-03-2017,12:00
120000438,145419,28-03-2017,12:15
120000439,461672,28-03-2017,12:30
120000440,544536,29-03-2017,12:45
120000441,217553,29-03-2017,13:00
120000442,430820,29-03-2017,13:15
120000443,799535,29-03-2017,13:30
120000444,881515,29-03-2017,13:45
120000445,879225,30-03-2017,14:00
120000446,578122,30-03-2017,14:15
120000447,600967,30-03-2017,14:30
120000448,879711,31-03-2017,14:45
120000449,807551,31-03-2017,15:00
120000450,316780,31-03-2017,15:15
120000451,609845,31-03-2017,15:30
120000452,559764,01-04-2017,15:45
120000453,946931,01-04-2017,16:00
120000454,888353,02-04-2017,16:15
120000455,696390,02-04-2017,16:30
120000456,421594,03-04-2017,16:45
120000457,157817,03-04-2017,17:00
120000458,382916,03-04-2017,09:00
120000459,326617,03-04-2017,09:15
120000460,995962,03-04-2017,09:30
120000461,709637,04-04-2017,09:45
120000462,914622,04-04-2017,10:00
120000463,245943,04-04-2017,10:15
120000464,426288,04-04-2017,10:30
120000465,624934,04-04-2017,10:45
120000466,360379,04-04-2017,11:00
120000467,650850,04-04-2017,11:15
120000468,571630,05-04-2017,11:30
120000469,639193,05-04-2017,11:45
120000470,955585,05-04-2017,12:00
120000471,484965,05-04-2017,12:15
120000472,693509,05-04-2017,12:30
120000473,600630,06-04-2017,12:45
120000474,685144,06-04-2017,13:00
120000475,799303,06-04-2017,13:15
120000476,320918,07-04-2017,13:30
120000477,299882,07-04-2017,13:45
120000478,399491,07-04-2017,14:00
120000479,848798,07-04-2017,14:15
120000480,749390,07-04-2017,14:30
120000481,260908,07-04-2017,14:45
120000482,679738,08-04-2017,15:00
120000483,247346,08-04-2017,15:15
120000484,747205,08-04-2017,15:30
120000485,695151,08-04-2017,15:45
120000486,505474,09-04-2017,16:00
120000487,803643,09-04-2017,16:15
120000488,650791,10-04-2017,16:30
120000489,984432,10-04-2017,16:45
120000490,107252,10-04-2017,17:00
120000491,388246,10-04-2017,09:00
120000492,671513,10-04-2017,09:00
120000493,896407,10-04-2017,09:15
120000494,905003,11-04-2017,09:30
120000495,975976,11-04-2017,09:45
120000496,239548,11-04-2017,10:00
120000497,354995,11-04-2017,10:15
120000498,545030,11-04-2017,10:30
120000499,859556,11-04-2017,10:45
120000500,732513,11-04-2017,11:00
120000501,619982,12-04-2017,11:15
120000502,996366,12-04-2017,11:30
120000503,404407,12-04-2017,11:45
120000504,283213,12-04-2017,12:00
120000505,979334,12-04-2017,12:15
120000506,393848,12-04-2017,12:30
120000507,665400,13-04-2017,12:45
120000508,705825,13-04-2017,13:00
120000509,883040,13-04-2017,13:15
120000510,602615,13-04-2017,13:30
120000511,970258,13-04-2017,13:45
120000512,598450,13-04-2017,14:00
120000513,226976,14-04-2017,14:15
120000514,246458,14-04-2017,14:30
120000515,485201,14-04-2017,14:45
120000516,856062,14-04-2017,15:00
120000517,169604,14-04-2017,15:15
120000518,529321,14-04-2017,15:30
120000519,821293,14-04-2017,15:45
120000520,540270,15-04-2017,16:00
120000521,895702,15-04-2017,16:15
120000522,607592,15-04-2017,16:30
120000523,935123,15-04-2017,16:45
120000524,478063,15-04-2017,17:00
120000525,989798,15-04-2017,09:00
120000526,835338,15-04-2017,09:00
120000527,643193,16-04-2017,09:15
120000528,680019,16-04-2017,09:30
120000529,444038,16-04-2017,09:45
120000530,555471,16-04-2017,10:00
120000531,438344,16-04-2017,10:15
120000532,385475,16-04-2017,10:30
120000533,838876,16-04-2017,10:45
120000534,923139,17-04-2017,11:00
120000535,793809,17-04-2017,11:15
120000536,612648,17-04-2017,11:30
120000537,912001,17-04-2017,11:45
120000538,145419,17-04-2017,12:00
120000539,461672,17-04-2017,12:15
120000540,544536,18-04-2017,12:30
120000541,217553,18-04-2017,12:45
120000542,430820,19-04-2017,13:00
120000543,799535,19-04-2017,13:15
120000544,881515,19-04-2017,13:30
120000545,879225,19-04-2017,13:45
120000546,578122,20-04-2017,14:00
120000547,600967,20-04-2017,14:15
120000548,879711,20-04-2017,14:30
120000549,807551,20-04-2017,14:45
120000550,316780,21-04-2017,15:00
120000551,609845,21-04-2017,15:15
120000552,559764,21-04-2017,15:30
120000553,946931,21-04-2017,15:45
120000554,888353,22-04-2017,16:00
120000555,696390,22-04-2017,16:15
120000556,421594,22-04-2017,16:30
120000557,157817,23-04-2017,16:45
120000558,382916,23-04-2017,17:00
120000559,326617,23-04-2017,09:00
120000560,995962,24-04-2017,09:00
120000561,709637,24-04-2017,09:15
120000562,914622,25-04-2017,09:30
120000563,245943,25-04-2017,09:45
120000564,426288,25-04-2017,10:00
120000565,624934,25-04-2017,10:15
120000566,360379,25-04-2017,10:30
120000567,650850,25-04-2017,10:45
120000568,571630,26-04-2017,11:00
120000569,639193,26-04-2017,11:15
120000570,955585,26-04-2017,11:30
120000571,484965,26-04-2017,11:45
120000572,693509,26-04-2017,12:00
120000573,600630,27-04-2017,12:15
120000574,685144,27-04-2017,12:30
120000575,799303,27-04-2017,12:45
120000576,320918,27-04-2017,13:00
120000577,299882,27-04-2017,13:15
120000578,399491,28-04-2017,13:30
120000579,848798,28-04-2017,13:45
120000580,749390,28-04-2017,14:00
120000581,260908,28-04-2017,14:15
120000582,679738,28-04-2017,14:30
120000583,247346,28-04-2017,14:45
120000584,747205,28-04-2017,15:00
120000585,695151,29-04-2017,15:15
120000586,505474,29-04-2017,15:30
120000587,803643,29-04-2017,15:45
120000588,650791,29-04-2017,16:00
120000589,984432,29-04-2017,16:15
120000590,107252,30-04-2017,16:30
120000591,388246,30-04-2017,16:45
120000592,671513,01-05-2017,17:00
120000593,896407,01-05-2017,09:00
120000594,905003,01-05-2017,09:00
120000595,975976,01-05-2017,09:15
120000596,239548,02-05-2017,09:30
120000597,354995,02-05-2017,09:45
120000598,545030,02-05-2017,10:00
120000599,859556,02-05-2017,10:15
120000600,732513,02-05-2017,10:30
120000601,619982,02-05-2017,10:45
120000602,996366,03-05-2017,11:00
120000603,404407,03-05-2017,11:15
120000604,283213,03-05-2017,11:30
120000605,979334,03-05-2017,11:45
120000606,393848,03-05-2017,12:00
120000607,665400,03-05-2017,12:15
120000608,705825,03-05-2017,12:30
120000609,883040,04-05-2017,12:45
120000610,602615,04-05-2017,13:00
120000611,970258,04-05-2017,13:15
120000612,598450,04-05-2017,13:30
120000613,226976,04-05-2017,13:45
120000614,246458,05-05-2017,14:00
120000615,485201,05-05-2017,14:15
120000616,856062,05-05-2017,14:30
120000617,169604,06-05-2017,14:45
120000618,529321,06-05-2017,15:00
120000619,821293,06-05-2017,15:15
120000620,540270,06-05-2017,15:30
120000621,895702,07-05-2017,15:45
120000622,607592,07-05-2017,16:00
120000623,935123,07-05-2017,16:15
120000624,478063,07-05-2017,16:30
120000625,989798,07-05-2017,16:45
120000626,835338,07-05-2017,17:00
120000627,643193,07-05-2017,09:00
120000628,680019,08-05-2017,09:00
120000629,444038,08-05-2017,09:15
120000630,555471,08-05-2017,09:30
120000631,438344,08-05-2017,09:45
120000632,385475,08-05-2017,10:00
120000633,838876,09-05-2017,10:15
120000634,923139,10-05-2017,10:30
120000635,793809,10-05-2017,10:45
120000636,612648,10-05-2017,11:00
120000637,912001,10-05-2017,11:15
120000638,145419,11-05-2017,11:30
120000639,461672,11-05-2017,11:45
120000640,544536,12-05-2017,12:00
120000641,217553,12-05-2017,12:15
120000642,430820,12-05-2017,12:30
120000643,799535,12-05-2017,12:45
120000644,881515,12-05-2017,13:00
120000645,879225,12-05-2017,13:15
120000646,578122,13-05-2017,13:30
120000647,600967,13-05-2017,13:45
120000648,879711,13-05-2017,14:00
120000649,807551,13-05-2017,14:15
120000650,316780,13-05-2017,14:30
120000651,609845,13-05-2017,14:45
120000652,559764,13-05-2017,15:00
120000653,946931,13-05-2017,15:15
120000654,888353,13-05-2017,15:30
120000655,696390,13-05-2017,15:45
120000656,421594,14-05-2017,16:00
120000657,157817,14-05-2017,16:15
120000658,382916,15-05-2017,16:30
120000659,326617,16-05-2017,16:45
120000660,995962,16-05-2017,17:00
120000661,709637,16-05-2017,09:00
120000662,914622,16-05-2017,09:00
120000663,245943,17-05-2017,09:15
120000664,426288,17-05-2017,09:30
120000665,624934,17-05-2017,09:45
120000666,360379,17-05-2017,10:00
120000667,650850,17-05-2017,10:15
120000668,571630,17-05-2017,10:30
120000669,639193,18-05-2017,10:45
120000670,955585,18-05-2017,11:00
120000671,484965,18-05-2017,11:15
120000672,693509,18-05-2017,11:30
120000673,600630,18-05-2017,11:45
120000674,685144,18-05-2017,12:00
120000675,799303,18-05-2017,12:15
120000676,320918,19-05-2017,12:30
120000677,299882,19-05-2017,12:45
120000678,399491,19-05-2017,13:00
120000679,848798,20-05-2017,13:15
120000680,749390,20-05-2017,13:30
120000681,260908,20-05-2017,13:45
120000682,679738,20-05-2017,14:00
120000683,247346,21-05-2017,14:15
120000684,747205,21-05-2017,14:30
120000685,695151,21-05-2017,14:45
120000686,505474,21-05-2017,15:00
120000687,803643,21-05-2017,15:15
120000688,650791,21-05-2017,15:30
120000689,984432,21-05-2017,15:45
120000690,107252,21-05-2017,16:00
120000691,388246,21-05-2017,16:15
120000692,671513,22-05-2017,16:30
120000693,896407,23-05-2017,16:45
120000694,905003,23-05-2017,17:00
120000695,975976,23-05-2017,09:00
120000696,239548,24-05-2017,09:00
120000697,354995,24-05-2017,09:15
120000698,545030,24-05-2017,09:30
120000699,859556,24-05-2017,09:45
120000700,732513,24-05-2017,10:00
120000701,619982,25-05-2017,10:15
120000702,996366,25-05-2017,10:30
120000703,404407,25-05-2017,10:45
120000704,283213,25-05-2017,11:00
120000705,979334,26-05-2017,11:15
120000706,393848,26-05-2017,11:30
120000707,665400,26-05-2017,11:45
120000708,705825,26-05-2017,12:00
120000709,883040,26-05-2017,12:15
120000710,602615,27-05-2017,12:30
120000711,970258,27-05-2017,12:45
120000712,598450,27-05-2017,13:00
120000713,226976,27-05-2017,13:15
120000714,246458,27-05-2017,13:30
120000715,485201,27-05-2017,13:45
120000716,856062,28-05-2017,14:00
120000717,169604,28-05-2017,14:15
120000718,529321,29-05-2017,14:30
120000719,821293,29-05-2017,14:45
120000720,540270,29-05-2017,15:00
120000721,895702,29-05-2017,15:15
120000722,607592,30-05-2017,15:30
120000723,935123,30-05-2017,15:45
120000724,478063,30-05-2017,16:00
120000725,989798,30-05-2017,16:15
120000726,835338,30-05-2017,16:30
120000727,643193,31-05-2017,16:45
120000728,680019,31-05-2017,17:00
120000729,444038,31-05-2017,09:00
120000730,555471,31-05-2017,09:00
120000731,438344,31-05-2017,09:15
120000732,385475,31-05-2017,09:30
120000733,838876,31-05-2017,09:45
120000734,923139,31-05-2017,10:00
120000735,793809,31-05-2017,10:15
120000736,612648,31-05-2017,10:30
120000737,912001,01-06-2017,10:45
120000738,145419,01-06-2017,11:00
120000739,461672,01-06-2017,11:15
120000740,544536,02-06-2017,11:30
120000741,217553,02-06-2017,11:45
120000742,430820,02-06-2017,12:00
120000743,799535,02-06-2017,12:15
120000744,881515,03-06-2017,12:30
120000745,879225,03-06-2017,12:45
120000746,578122,03-06-2017,13:00
120000747,600967,03-06-2017,13:15
120000748,879711,03-06-2017,13:30
120000749,807551,03-06-2017,13:45
120000750,316780,03-06-2017,14:00
120000751,609845,03-06-2017,14:15
120000752,559764,04-06-2017,14:30
120000753,946931,04-06-2017,14:45
120000754,888353,04-06-2017,15:00
120000755,696390,04-06-2017,15:15
120000756,421594,04-06-2017,16:45
120000757,157817,04-06-2017,09:45
120000758,382916,04-06-2017,11:45
120000759,326617,04-06-2017,16:00
120000760,995962,05-06-2017,12:45
120000761,709637,05-06-2017,09:00
120000762,914622,05-06-2017,14:45
120000763,245943,05-06-2017,13:15
120000764,426288,05-06-2017,15:30
120000765,624934,05-06-2017,14:30
120000766,360379,06-06-2017,16:30
120000767,650850,06-06-2017,09:15
120000768,571630,06-06-2017,12:30
120000769,639193,06-06-2017,15:00
120000770,955585,07-06-2017,13:30
120000771,484965,07-06-2017,12:00
120000772,693509,07-06-2017,15:45
120000773,600630,07-06-2017,17:00
120000774,685144,07-06-2017,11:00
120000775,799303,07-06-2017,10:00
120000776,320918,07-06-2017,14:00
120000777,299882,07-06-2017,11:15
120000778,399491,07-06-2017,10:30
120000779,848798,08-06-2017,14:15
120000780,749390,08-06-2017,12:15
120000781,260908,08-06-2017,13:45
120000782,679738,08-06-2017,11:30
120000783,247346,08-06-2017,09:30
120000784,747205,09-06-2017,10:15
120000785,695151,09-06-2017,14:00
120000786,505474,09-06-2017,17:00
120000787,803643,09-06-2017,11:00
120000788,650791,09-06-2017,13:45
120000789,984432,09-06-2017,14:30
120000790,107252,09-06-2017,09:00
120000791,388246,09-06-2017,09:15
120000792,671513,09-06-2017,14:45
120000793,896407,09-06-2017,11:15
120000794,905003,10-06-2017,15:15
120000795,975976,10-06-2017,16:30
120000796,239548,10-06-2017,11:30
120000797,354995,10-06-2017,10:30
120000798,545030,11-06-2017,11:45
120000799,859556,11-06-2017,15:00
120000800,732513,11-06-2017,16:00
120000801,619982,11-06-2017,16:45
120000802,996366,11-06-2017,10:00
120000803,404407,11-06-2017,12:45
120000804,283213,11-06-2017,10:15
120000805,979334,12-06-2017,13:15
120000806,393848,12-06-2017,12:30
120000807,665400,12-06-2017,14:15
120000808,705825,12-06-2017,15:30
120000809,883040,12-06-2017,15:45
120000810,602615,12-06-2017,09:30
120000811,970258,13-06-2017,13:30
120000812,598450,13-06-2017,12:15
120000813,226976,13-06-2017,09:45
120000814,246458,14-06-2017,12:00
120000815,485201,14-06-2017,10:15
120000816,856062,14-06-2017,14:00
120000817,169604,14-06-2017,11:30
120000818,529321,14-06-2017,13:15
120000819,821293,15-06-2017,09:15
120000820,540270,15-06-2017,15:45
120000821,895702,15-06-2017,10:00
120000822,607592,15-06-2017,16:30
120000823,935123,15-06-2017,16:45
120000824,478063,16-06-2017,13:30
120000825,989798,16-06-2017,09:00
120000826,835338,16-06-2017,09:15
120000827,643193,16-06-2017,09:30
120000828,680019,16-06-2017,09:45
120000829,444038,17-06-2017,10:00
120000830,555471,17-06-2017,10:15
120000831,438344,18-06-2017,10:30
120000832,385475,18-06-2017,10:45
120000833,838876,18-06-2017,11:00
120000834,923139,19-06-2017,11:15
120000835,793809,19-06-2017,11:30
120000836,612648,19-06-2017,11:45
120000837,912001,19-06-2017,12:00
120000838,145419,19-06-2017,12:15
120000839,461672,19-06-2017,12:30
120000840,544536,20-06-2017,12:45
120000841,217553,20-06-2017,13:00
120000842,430820,21-06-2017,13:15
120000843,799535,21-06-2017,13:30
120000844,881515,21-06-2017,13:45
120000845,879225,21-06-2017,14:00
120000846,578122,22-06-2017,14:15
120000847,600967,22-06-2017,14:30
120000848,879711,22-06-2017,14:45
120000849,807551,22-06-2017,15:00
120000850,316780,23-06-2017,15:15
120000851,609845,23-06-2017,15:30
120000852,559764,23-06-2017,15:45
120000853,946931,23-06-2017,16:00
120000854,888353,23-06-2017,16:15
120000855,696390,24-06-2017,16:30
120000856,421594,24-06-2017,16:45
120000857,157817,24-06-2017,17:00
120000858,382916,24-06-2017,09:00
120000859,326617,24-06-2017,09:15
120000860,995962,24-06-2017,09:30
120000861,709637,25-06-2017,09:45
120000862,914622,25-06-2017,10:00
120000863,245943,25-06-2017,10:15
120000864,426288,25-06-2017,10:30
120000865,624934,25-06-2017,10:45
120000866,360379,26-06-2017,11:00
120000867,650850,26-06-2017,11:15
120000868,571630,26-06-2017,11:30
120000869,639193,27-06-2017,11:45
120000870,955585,27-06-2017,12:00
120000871,484965,27-06-2017,12:15
120000872,693509,27-06-2017,12:30
120000873,600630,27-06-2017,12:45
120000874,685144,27-06-2017,13:00
120000875,799303,28-06-2017,13:15
120000876,320918,28-06-2017,13:30
120000877,299882,28-06-2017,13:45
120000878,399491,28-06-2017,14:00
120000879,848798,28-06-2017,14:15
120000880,749390,29-06-2017,14:30
120000881,260908,29-06-2017,14:45
120000882,679738,30-06-2017,15:00
120000883,247346,01-07-2017,15:15
120000884,747205,01-07-2017,15:30
120000885,695151,01-07-2017,15:45
120000886,505474,02-07-2017,16:00
120000887,803643,02-07-2017,16:15
120000888,650791,02-07-2017,16:30
120000889,984432,02-07-2017,16:45
120000890,107252,02-07-2017,17:00
120000891,388246,02-07-2017,09:00
120000892,671513,03-07-2017,09:15
120000893,896407,03-07-2017,09:30
120000894,905003,04-07-2017,09:45
120000895,975976,04-07-2017,10:00
120000896,239548,04-07-2017,10:15
120000897,354995,04-07-2017,10:30
120000898,545030,04-07-2017,10:45
120000899,859556,04-07-2017,11:00
120000900,732513,04-07-2017,11:15
120000901,619982,05-07-2017,11:30
120000902,996366,05-07-2017,11:45
120000903,404407,06-07-2017,12:00
120000904,283213,06-07-2017,12:15
120000905,979334,06-07-2017,12:30
120000906,393848,06-07-2017,12:45
120000907,665400,07-07-2017,13:00
120000908,705825,07-07-2017,13:15
120000909,883040,07-07-2017,13:30
120000910,602615,08-07-2017,13:45
120000911,970258,08-07-2017,14:00
120000912,598450,08-07-2017,14:15
120000913,226976,08-07-2017,14:30
120000914,246458,08-07-2017,14:45
120000915,485201,09-07-2017,15:00
120000916,856062,09-07-2017,15:15
120000917,169604,09-07-2017,15:30
120000918,529321,09-07-2017,15:45
120000919,821293,09-07-2017,16:00
120000920,540270,09-07-2017,16:15
120000921,895702,09-07-2017,16:30
120000922,607592,09-07-2017,16:45
120000923,935123,09-07-2017,17:00
120000924,478063,10-07-2017,09:00
120000925,989798,10-07-2017,09:15
120000926,835338,10-07-2017,09:30
120000927,643193,11-07-2017,09:45
120000928,680019,11-07-2017,10:00
120000929,444038,12-07-2017,10:15
120000930,555471,12-07-2017,10:30
120000931,438344,13-07-2017,10:45
120000932,385475,13-07-2017,11:00
120000933,838876,13-07-2017,11:15
