C_ID,I_ID,Sold_Date,Quantity,Sold_Time
120001396,37821,20-10-2017,11,15:15
120001397,39398,21-10-2017,3,15:30
120001398,56997,21-10-2017,10,15:45
120001399,22219,21-10-2017,8,16:00
120001400,46059,21-10-2017,13,16:15
120001401,78710,21-10-2017,1,16:30
120001402,28401,21-10-2017,4,16:45
120001403,42540,21-10-2017,14,17:00
120001404,16389,21-10-2017,7,09:00
120001405,43036,21-10-2017,1,09:00
120001406,28708,22-10-2017,5,09:15
120001407,35354,22-10-2017,12,09:30
120001408,77532,23-10-2017,7,09:45
120001409,50529,23-10-2017,4,10:00
120001410,21853,23-10-2017,11,10:15
120001411,31637,23-10-2017,11,10:30
120001412,51996,23-10-2017,11,10:45
120001413,14610,23-10-2017,14,11:00
120001414,24667,23-10-2017,2,11:15
120001415,44901,24-10-2017,5,11:30
120001416,44913,24-10-2017,13,11:45
120001417,38502,24-10-2017,15,12:00
120001418,37427,24-10-2017,6,12:15
120001419,47288,24-10-2017,12,12:30
120001420,60224,25-10-2017,8,12:45
120001421,23070,25-10-2017,7,13:00
120001422,64284,25-10-2017,9,13:15
120001423,24755,25-10-2017,1,13:30
120001424,22793,25-10-2017,8,13:45
120001425,74115,26-10-2017,7,14:00
120001426,59330,26-10-2017,12,14:15
120001427,61860,26-10-2017,10,14:30
120001428,66016,27-10-2017,6,14:45
120001429,71419,27-10-2017,6,15:00
120001430,20047,28-10-2017,14,15:15
120001431,32167,29-10-2017,11,15:30
120001432,56356,29-10-2017,1,15:45
120001433,21922,29-10-2017,8,16:00
120001434,16437,29-10-2017,3,16:15
120001435,44032,30-10-2017,15,16:30
120001436,37821,30-10-2017,8,16:45
120001437,39398,30-10-2017,3,17:00
120001438,56997,31-10-2017,14,09:00
120001439,22219,31-10-2017,6,09:00
120001440,46059,31-10-2017,5,09:15
120001441,78710,31-10-2017,12,09:30
120001442,28401,31-10-2017,1,09:45
120001443,42540,31-10-2017,7,10:00
120001444,16389,31-10-2017,9,10:15
120001445,43036,31-10-2017,1,10:30
120001446,28708,01-11-2017,7,10:45
120001447,35354,01-11-2017,13,11:00
120001448,77532,01-11-2017,4,11:15
120001449,50529,01-11-2017,8,11:30
120001450,21853,01-11-2017,11,11:45
120001451,31637,02-11-2017,13,12:00
120001452,51996,02-11-2017,13,12:15
120001453,14610,03-11-2017,6,12:30
120001454,24667,03-11-2017,1,12:45
120001455,44901,03-11-2017,14,13:00
120001456,44913,03-11-2017,3,13:15
120001457,38502,03-11-2017,10,13:30
120001458,37427,04-11-2017,6,13:45
120001459,47288,04-11-2017,3,14:00
120001460,60224,04-11-2017,10,14:15
120001461,23070,04-11-2017,2,14:30
120001462,64284,04-11-2017,1,14:45
120001463,24755,05-11-2017,9,15:00
120001464,22793,05-11-2017,13,15:15
120001465,74115,05-11-2017,9,15:30
120001466,59330,05-11-2017,6,15:45
120001467,61860,05-11-2017,12,16:00
120001468,66016,05-11-2017,7,16:15
120001469,71419,05-11-2017,8,16:30
120001470,20047,06-11-2017,8,16:45
120001471,32167,06-11-2017,10,17:00
120001472,56356,06-11-2017,10,09:00
120001473,21922,06-11-2017,3,09:00
120001474,16437,07-11-2017,3,09:15
120001475,44032,07-11-2017,10,09:30
120001476,37821,07-11-2017,9,09:45
120001477,39398,07-11-2017,10,10:00
120001478,56997,08-11-2017,4,10:15
120001479,22219,08-11-2017,11,10:30
120001480,46059,08-11-2017,9,10:45
120001481,78710,08-11-2017,7,11:00
120001482,28401,09-11-2017,7,11:15
120001483,42540,09-11-2017,8,11:30
120001484,16389,09-11-2017,9,11:45
120001485,43036,09-11-2017,12,12:00
120001486,28708,09-11-2017,11,12:15
120001487,35354,10-11-2017,13,12:30
120001488,77532,10-11-2017,15,12:45
120001489,50529,10-11-2017,4,13:00
120001490,21853,10-11-2017,7,13:15
120001491,31637,11-11-2017,12,13:30
120001492,51996,11-11-2017,11,13:45
120001493,14610,11-11-2017,5,14:00
120001494,24667,12-11-2017,15,14:15
120001495,44901,12-11-2017,2,14:30
120001496,44913,12-11-2017,4,14:45
120001497,38502,12-11-2017,4,15:00
120001498,37427,13-11-2017,15,15:15
120001499,47288,13-11-2017,1,16:45
120001500,60224,13-11-2017,10,09:45
120001501,23070,13-11-2017,7,11:45
120001502,64284,13-11-2017,14,16:00
120001503,24755,13-11-2017,13,12:45
120001504,22793,13-11-2017,14,09:00
120001505,74115,13-11-2017,7,14:45
120001506,59330,14-11-2017,11,13:15
120001507,61860,15-11-2017,8,15:30
120001508,66016,15-11-2017,9,14:30
120001509,71419,15-11-2017,9,16:30
120001510,20047,15-11-2017,6,09:15
120001511,32167,15-11-2017,14,12:30
120001512,56356,15-11-2017,2,15:00
120001513,21922,15-11-2017,14,13:30
120001514,16437,16-11-2017,15,12:00
120001515,44032,17-11-2017,3,15:45
120001516,37821,17-11-2017,9,17:00
120001517,39398,17-11-2017,1,11:00
120001518,56997,17-11-2017,6,10:00
120001519,22219,17-11-2017,4,14:00
120001520,46059,18-11-2017,12,11:15
120001521,78710,18-11-2017,6,10:30
120001522,28401,18-11-2017,5,14:15
120001523,42540,19-11-2017,11,12:15
120001524,16389,19-11-2017,13,13:45
120001525,43036,19-11-2017,12,11:30
120001526,28708,20-11-2017,9,09:30
120001527,35354,20-11-2017,1,10:15
120001528,77532,20-11-2017,13,14:00
120001529,50529,21-11-2017,3,17:00
120001530,21853,21-11-2017,6,11:00
120001531,31637,21-11-2017,2,13:45
120001532,51996,22-11-2017,10,14:30
120001533,14610,22-11-2017,13,09:00
120001534,24667,22-11-2017,3,09:15
120001535,44901,22-11-2017,5,14:45
120001536,44913,22-11-2017,13,11:15
120001537,38502,22-11-2017,12,15:15
120001538,37427,22-11-2017,4,16:30
120001539,47288,23-11-2017,12,11:30
120001540,60224,23-11-2017,6,10:30
120001541,23070,23-11-2017,12,11:45
120001542,64284,23-11-2017,9,15:00
120001543,24755,24-11-2017,12,16:00
120001544,22793,24-11-2017,8,16:45
120001545,74115,24-11-2017,15,10:00
120001546,59330,24-11-2017,1,12:45
120001547,61860,24-11-2017,15,10:15
120001548,66016,24-11-2017,3,13:15
120001549,71419,24-11-2017,15,12:30
120001550,20047,25-11-2017,10,14:15
120001551,32167,25-11-2017,12,15:30
120001552,56356,25-11-2017,13,15:45
120001553,21922,25-11-2017,9,09:30
120001554,16437,25-11-2017,7,13:30
120001555,44032,26-11-2017,15,12:15
120001556,37821,26-11-2017,6,09:45
120001557,39398,26-11-2017,14,12:00
120001558,56997,26-11-2017,6,10:15
120001559,22219,26-11-2017,11,14:00
120001560,46059,26-11-2017,11,11:30
120001561,78710,26-11-2017,9,13:15
120001562,28401,27-11-2017,15,09:15
120001563,42540,27-11-2017,8,15:45
120001564,16389,27-11-2017,13,10:00
120001565,43036,27-11-2017,9,16:30
120001566,28708,27-11-2017,11,16:45
120001567,35354,27-11-2017,14,13:30
120001568,77532,27-11-2017,11,09:00
120001569,50529,27-11-2017,1,09:15
120001570,21853,27-11-2017,12,09:30
120001571,31637,27-11-2017,8,09:45
120001572,51996,28-11-2017,1,10:00
120001573,14610,28-11-2017,6,10:15
120001574,24667,29-11-2017,15,10:30
120001575,44901,29-11-2017,3,10:45
120001576,44913,29-11-2017,13,11:00
120001577,38502,29-11-2017,9,11:15
120001578,37427,30-11-2017,3,11:30
120001579,47288,30-11-2017,15,11:45
120001580,60224,30-11-2017,1,12:00
120001581,23070,30-11-2017,11,12:15
120001582,64284,30-11-2017,12,12:30
120001583,24755,30-11-2017,14,12:45
120001584,22793,30-11-2017,2,13:00
120001585,74115,01-12-2017,3,13:15
120001586,59330,01-12-2017,4,13:30
120001587,61860,01-12-2017,8,13:45
120001588,66016,01-12-2017,15,14:00
120001589,71419,01-12-2017,6,14:15
120001590,20047,01-12-2017,5,14:30
120001591,32167,01-12-2017,4,14:45
120001592,56356,01-12-2017,12,15:00
120001593,21922,02-12-2017,1,15:15
120001594,16437,02-12-2017,11,15:30
120001595,44032,02-12-2017,6,15:45
120001596,37821,02-12-2017,13,16:00
120001597,39398,02-12-2017,10,16:15
120001598,56997,02-12-2017,10,16:30
120001599,22219,03-12-2017,10,16:45
120001600,46059,03-12-2017,6,17:00
120001601,78710,03-12-2017,7,09:00
120001602,28401,03-12-2017,15,09:15
120001603,42540,03-12-2017,2,09:30
120001604,16389,03-12-2017,11,09:45
120001605,43036,04-12-2017,7,10:00
120001606,28708,04-12-2017,7,10:15
120001607,35354,04-12-2017,10,10:30
120001608,77532,04-12-2017,10,10:45
120001609,50529,04-12-2017,11,11:00
120001610,21853,04-12-2017,11,11:15
120001611,31637,04-12-2017,9,11:30
120001612,51996,04-12-2017,11,11:45
120001613,14610,04-12-2017,4,12:00
120001614,24667,05-12-2017,2,12:15
120001615,44901,05-12-2017,11,12:30
120001616,44913,05-12-2017,15,12:45
120001617,38502,05-12-2017,10,13:00
120001618,37427,05-12-2017,6,13:15
120001619,47288,05-12-2017,5,13:30
120001620,60224,05-12-2017,2,13:45
120001621,23070,05-12-2017,13,14:00
120001622,64284,06-12-2017,1,14:15
120001623,24755,06-12-2017,1,14:30
120001624,22793,06-12-2017,2,14:45
120001625,74115,06-12-2017,9,15:00
120001626,59330,07-12-2017,10,15:15
120001627,61860,07-12-2017,11,15:30
120001628,66016,07-12-2017,1,15:45
120001629,71419,07-12-2017,15,16:00
120001630,20047,07-12-2017,10,16:15
120001631,32167,07-12-2017,11,16:30
120001632,56356,08-12-2017,5,16:45
120001633,21922,08-12-2017,5,17:00
120001634,16437,08-12-2017,11,09:00
120001635,44032,08-12-2017,7,09:15
120001636,37821,08-12-2017,3,09:30
120001637,39398,09-12-2017,12,09:45
120001638,56997,09-12-2017,7,10:00
120001639,22219,09-12-2017,7,10:15
120001640,46059,10-12-2017,1,10:30
120001641,78710,11-12-2017,4,10:45
120001642,28401,11-12-2017,15,11:00
120001643,42540,11-12-2017,10,11:15
120001644,16389,11-12-2017,7,11:30
120001645,43036,11-12-2017,7,11:45
120001646,28708,11-12-2017,15,12:00
120001647,35354,12-12-2017,11,12:15
120001648,77532,12-12-2017,2,12:30
120001649,50529,12-12-2017,14,12:45
120001650,21853,12-12-2017,11,13:00
120001651,31637,12-12-2017,12,13:15
120001652,51996,12-12-2017,3,13:30
120001653,14610,12-12-2017,11,13:45
120001654,24667,12-12-2017,2,14:00
120001655,44901,12-12-2017,8,14:15
120001656,44913,13-12-2017,15,14:30
120001657,38502,13-12-2017,2,14:45
120001658,37427,13-12-2017,15,15:00
120001659,47288,13-12-2017,5,15:15
120001660,60224,13-12-2017,2,15:30
120001661,23070,13-12-2017,12,15:45
120001662,64284,14-12-2017,1,16:00
120001663,24755,14-12-2017,4,16:15
120001664,22793,14-12-2017,7,16:30
120001665,74115,14-12-2017,10,16:45
120001666,59330,14-12-2017,13,17:00
120001667,61860,14-12-2017,1,09:00
120001668,66016,14-12-2017,2,09:15
120001669,71419,15-12-2017,4,09:30
120001670,20047,15-12-2017,4,09:45
120001671,32167,15-12-2017,9,10:00
120001672,56356,15-12-2017,9,10:15
120001673,21922,16-12-2017,10,10:30
120001674,16437,16-12-2017,10,10:45
120001675,44032,16-12-2017,4,11:00
120001676,37821,16-12-2017,2,11:15
120001677,39398,16-12-2017,15,11:30
120001678,56997,16-12-2017,15,11:45
120001679,22219,16-12-2017,12,12:00
120001680,46059,16-12-2017,15,12:15
120001681,78710,16-12-2017,15,12:30
120001682,28401,17-12-2017,6,12:45
120001683,42540,17-12-2017,12,13:00
120001684,16389,17-12-2017,4,13:15
120001685,43036,17-12-2017,11,13:30
120001686,28708,18-12-2017,2,13:45
120001687,35354,18-12-2017,14,14:00
120001688,77532,19-12-2017,11,14:15
120001689,50529,19-12-2017,14,14:30
120001690,21853,19-12-2017,5,14:45
120001691,31637,19-12-2017,11,15:00
120001692,51996,20-12-2017,5,15:15
120001693,14610,21-12-2017,9,15:30
120001694,24667,21-12-2017,15,15:45
120001695,44901,21-12-2017,6,16:00
120001696,44913,21-12-2017,15,16:15
120001697,38502,21-12-2017,13,16:30
120001698,37427,22-12-2017,8,16:45
120001699,47288,22-12-2017,3,17:00
120001700,60224,22-12-2017,7,09:00
120001701,23070,22-12-2017,4,09:15
120001702,64284,23-12-2017,6,09:30
120001703,24755,23-12-2017,9,09:45
120001704,22793,23-12-2017,3,10:00
120001705,74115,23-12-2017,8,10:15
120001706,59330,23-12-2017,12,10:30
120001707,61860,23-12-2017,11,10:45
120001708,66016,23-12-2017,10,11:00
120001709,71419,23-12-2017,10,11:15
120001710,20047,23-12-2017,12,11:30
120001711,32167,23-12-2017,8,11:45
120001712,56356,25-12-2017,10,12:00
120001713,21922,25-12-2017,10,12:15
120001714,16437,26-12-2017,5,12:30
120001715,44032,26-12-2017,14,12:45
120001716,37821,26-12-2017,2,13:00
120001717,39398,26-12-2017,12,13:15
120001718,56997,27-12-2017,7,13:30
120001719,22219,27-12-2017,5,13:45
120001720,46059,27-12-2017,12,14:00
120001721,78710,28-12-2017,11,14:15
120001722,28401,28-12-2017,3,14:30
120001723,42540,28-12-2017,8,14:45
120001724,16389,28-12-2017,3,15:00
120001725,43036,28-12-2017,10,15:15
120001726,28708,28-12-2017,4,15:30
120001727,35354,28-12-2017,9,15:45
120001728,77532,28-12-2017,14,16:00
120001729,50529,28-12-2017,14,16:15
120001730,21853,28-12-2017,13,16:30
120001731,31637,29-12-2017,13,16:45
120001732,51996,29-12-2017,3,17:00
120001733,14610,29-12-2017,6,09:00
120001734,24667,29-12-2017,9,09:00
120001735,44901,29-12-2017,15,09:15
120001736,44913,29-12-2017,2,09:30
120001737,38502,30-12-2017,8,09:45
120001738,37427,30-12-2017,8,10:00
120001739,47288,30-12-2017,3,10:15
120001740,60224,30-12-2017,12,10:30
120001741,23070,30-12-2017,2,10:45
120001742,64284,30-12-2017,7,11:00
120001743,24755,31-12-2017,10,11:15
120001744,22793,31-12-2017,9,11:30
120001745,74115,31-12-2017,3,11:45
120001746,59330,31-12-2017,8,12:00
120001747,61860,31-12-2017,13,12:15
120001748,66016,31-12-2017,2,12:30
120001749,71419,31-12-2017,5,12:45
120001750,20047,31-12-2017,12,13:00
120001751,32167,01-01-2018,2,13:15
120001752,56356,01-01-2018,15,13:30
120001753,21922,01-01-2018,10,13:45
120001754,16437,01-01-2018,8,14:00
120001755,44032,02-01-2018,11,14:15
120001756,37821,02-01-2018,2,14:30
120001757,39398,03-01-2018,14,14:45
120001758,56997,03-01-2018,8,15:00
120001759,22219,03-01-2018,13,15:15
120001760,46059,03-01-2018,3,15:30
120001761,78710,03-01-2018,3,15:45
120001762,28401,03-01-2018,8,16:00
120001763,42540,03-01-2018,14,16:15
120001764,16389,04-01-2018,12,16:30
120001765,43036,04-01-2018,13,16:45
120001766,28708,04-01-2018,5,17:00
120001767,35354,04-01-2018,4,09:00
120001768,77532,04-01-2018,11,09:00
120001769,50529,04-01-2018,2,09:15
120001770,21853,04-01-2018,3,09:30
120001771,31637,04-01-2018,11,09:45
120001772,51996,04-01-2018,2,10:00
120001773,14610,05-01-2018,12,10:15
120001774,24667,05-01-2018,2,10:30
120001775,44901,05-01-2018,4,10:45
120001776,44913,06-01-2018,8,11:00
120001777,38502,06-01-2018,14,11:15
120001778,37427,06-01-2018,6,11:30
120001779,47288,06-01-2018,5,11:45
120001780,60224,06-01-2018,15,12:00
120001781,23070,06-01-2018,10,12:15
120001782,64284,06-01-2018,12,12:30
120001783,24755,07-01-2018,4,12:45
120001784,22793,07-01-2018,11,13:00
120001785,74115,07-01-2018,6,13:15
120001786,59330,08-01-2018,15,13:30
120001787,61860,08-01-2018,11,13:45
120001788,66016,09-01-2018,9,14:00
120001789,71419,09-01-2018,8,14:15
120001790,20047,09-01-2018,2,14:30
120001791,32167,09-01-2018,9,14:45
120001792,56356,09-01-2018,2,15:00
120001793,21922,10-01-2018,13,15:15
120001794,16437,11-01-2018,4,15:30
120001795,44032,12-01-2018,2,15:45
120001796,37821,12-01-2018,6,16:00
120001797,39398,12-01-2018,11,16:15
120001798,56997,13-01-2018,9,16:30
120001799,22219,13-01-2018,7,16:45
120001800,46059,13-01-2018,12,17:00
120001801,78710,13-01-2018,8,09:00
120001802,28401,13-01-2018,5,09:00
120001803,42540,14-01-2018,10,09:15
120001804,16389,14-01-2018,7,09:30
120001805,43036,15-01-2018,10,09:45
120001806,28708,16-01-2018,5,10:00
120001807,35354,16-01-2018,6,10:15
120001808,77532,16-01-2018,15,10:30
120001809,50529,16-01-2018,8,10:45
120001810,21853,17-01-2018,3,11:00
120001811,31637,17-01-2018,11,11:15
120001812,51996,17-01-2018,7,11:30
120001813,14610,17-01-2018,11,11:45
120001814,24667,17-01-2018,6,12:00
120001815,44901,17-01-2018,1,12:15
120001816,44913,18-01-2018,3,12:30
120001817,38502,18-01-2018,6,12:45
120001818,37427,19-01-2018,13,13:00
120001819,47288,19-01-2018,7,13:15
120001820,60224,19-01-2018,5,13:30
120001821,23070,19-01-2018,13,13:45
120001822,64284,20-01-2018,6,14:00
120001823,24755,20-01-2018,9,14:15
120001824,22793,20-01-2018,9,14:30
120001825,74115,21-01-2018,9,14:45
120001826,59330,21-01-2018,2,15:00
120001827,61860,21-01-2018,13,15:15
120001828,66016,21-01-2018,12,15:30
120001829,71419,21-01-2018,14,15:45
120001830,20047,21-01-2018,3,16:00
120001831,32167,22-01-2018,9,16:15
120001832,56356,22-01-2018,12,16:30
120001833,21922,22-01-2018,8,16:45
120001834,16437,23-01-2018,12,17:00
120001835,44032,23-01-2018,6,09:00
120001836,37821,23-01-2018,11,09:00
120001837,39398,23-01-2018,6,09:15
120001838,56997,23-01-2018,7,09:30
120001839,22219,24-01-2018,2,09:45
120001840,46059,24-01-2018,5,10:00
120001841,78710,24-01-2018,11,10:15
120001842,28401,24-01-2018,9,10:30
120001843,42540,24-01-2018,8,10:45
120001844,16389,24-01-2018,13,11:00
120001845,43036,25-01-2018,13,11:15
120001846,28708,26-01-2018,7,11:30
120001847,35354,26-01-2018,9,11:45
120001848,77532,26-01-2018,10,12:00
120001849,50529,26-01-2018,6,12:15
120001850,21853,26-01-2018,5,12:30
120001851,31637,27-01-2018,12,12:45
120001852,51996,27-01-2018,3,13:00
120001853,14610,27-01-2018,8,13:15
120001854,24667,27-01-2018,9,13:30
120001855,44901,28-01-2018,10,13:45
120001856,44913,28-01-2018,10,14:00
120001857,38502,28-01-2018,4,14:15
120001858,37427,28-01-2018,3,14:30
120001859,47288,28-01-2018,14,14:45
120001860,60224,28-01-2018,7,15:00
120001861,23070,28-01-2018,14,15:15
120001862,64284,29-01-2018,11,15:30
120001863,24755,29-01-2018,8,15:45
120001864,22793,29-01-2018,2,16:00
120001865,74115,30-01-2018,9,16:15
120001866,59330,30-01-2018,11,16:30
120001867,61860,31-01-2018,14,16:45
120001868,66016,31-01-2018,1,17:00
120001869,71419,31-01-2018,1,09:00
120001870,20047,31-01-2018,9,09:00
120001871,32167,31-01-2018,5,09:15
120001872,56356,01-02-2018,11,09:30
120001873,21922,01-02-2018,2,09:45
120001874,16437,01-02-2018,5,10:00
120001875,44032,01-02-2018,12,10:15
120001876,37821,01-02-2018,2,10:30
120001877,39398,01-02-2018,6,10:45
120001878,56997,01-02-2018,2,11:00
120001879,22219,01-02-2018,15,11:15
120001880,46059,01-02-2018,10,11:30
120001881,78710,02-02-2018,3,11:45
120001882,28401,02-02-2018,12,12:00
120001883,42540,02-02-2018,2,12:15
120001884,16389,02-02-2018,12,12:30
120001885,43036,03-02-2018,14,12:45
120001886,28708,03-02-2018,10,13:00
120001887,35354,03-02-2018,15,13:15
120001888,77532,03-02-2018,14,13:30
120001889,50529,04-02-2018,2,13:45
120001890,21853,04-02-2018,2,14:00
120001891,31637,04-02-2018,4,14:15
120001892,51996,04-02-2018,2,14:30
120001893,14610,04-02-2018,10,14:45
120001894,24667,04-02-2018,15,15:00
120001895,44901,04-02-2018,14,15:15
120001896,44913,04-02-2018,6,15:30
120001897,38502,04-02-2018,14,15:45
120001898,37427,05-02-2018,7,16:00
120001899,47288,05-02-2018,9,16:15
120001900,60224,05-02-2018,6,16:30
120001901,23070,05-02-2018,15,16:45
120001902,64284,06-02-2018,4,17:00
120001903,24755,06-02-2018,4,09:00
120001904,22793,06-02-2018,15,09:00
120001905,74115,06-02-2018,2,09:15
120001906,59330,07-02-2018,11,09:30
120001907,61860,07-02-2018,12,09:45
120001908,66016,07-02-2018,11,10:00
120001909,71419,07-02-2018,1,10:15
120001910,20047,08-02-2018,4,10:30
120001911,32167,08-02-2018,13,10:45
120001912,56356,08-02-2018,15,11:00
120001913,21922,08-02-2018,5,11:15
120001914,16437,08-02-2018,8,11:30
120001915,44032,08-02-2018,14,11:45
120001916,37821,09-02-2018,13,12:00
120001917,39398,09-02-2018,1,12:15
120001918,56997,09-02-2018,13,12:30
120001919,22219,09-02-2018,5,12:45
120001920,46059,09-02-2018,2,13:00
120001921,78710,10-02-2018,5,13:15
120001922,28401,10-02-2018,5,13:30
120001923,42540,10-02-2018,10,13:45
120001924,16389,10-02-2018,10,14:00
120001925,43036,11-02-2018,6,14:15
120001926,28708,11-02-2018,1,14:30
120001927,35354,11-02-2018,11,14:45
120001928,77532,11-02-2018,2,15:00
120001929,50529,12-02-2018,15,15:15
120001930,21853,12-02-2018,4,15:30
120001931,31637,12-02-2018,5,15:45
120001932,51996,14-02-2018,15,16:00
120001933,14610,14-02-2018,9,16:15
120001934,24667,14-02-2018,4,16:30
120001935,44901,14-02-2018,5,16:45
120001936,44913,15-02-2018,6,17:00
120001937,38502,15-02-2018,8,09:00
120001938,37427,15-02-2018,7,09:15
120001939,47288,15-02-2018,6,09:30
120001940,60224,15-02-2018,6,09:45
120001941,23070,15-02-2018,7,10:00
120001942,64284,15-02-2018,6,10:15
120001943,24755,16-02-2018,3,10:30
120001944,22793,16-02-2018,8,10:45
120001945,74115,16-02-2018,1,11:00
120001946,59330,17-02-2018,13,11:15
120001947,61860,17-02-2018,10,11:30
120001948,66016,17-02-2018,9,11:45
120001949,71419,18-02-2018,14,12:00
120001950,20047,18-02-2018,15,12:15
120001951,32167,18-02-2018,11,12:30
120001952,56356,18-02-2018,13,12:45
120001953,21922,20-02-2018,15,13:00
120001954,16437,20-02-2018,2,13:15
120001955,44032,20-02-2018,8,13:30
120001956,37821,20-02-2018,8,13:45
120001957,39398,20-02-2018,8,14:00
120001958,56997,21-02-2018,4,14:15
120001959,22219,21-02-2018,11,14:30
120001960,46059,21-02-2018,13,14:45
120001961,78710,21-02-2018,10,15:00
120001962,28401,22-02-2018,11,15:15
120001963,42540,22-02-2018,5,15:30
120001964,16389,22-02-2018,9,15:45
120001965,43036,22-02-2018,15,16:00
120001966,28708,23-02-2018,2,16:15
120001967,35354,23-02-2018,8,16:30
120001968,77532,23-02-2018,12,16:45
120001969,50529,23-02-2018,2,17:00
120001970,21853,23-02-2018,10,09:00
120001971,31637,24-02-2018,13,09:15
120001972,51996,24-02-2018,11,09:30
120001973,14610,24-02-2018,15,09:45
120001974,24667,24-02-2018,3,10:00
120001975,44901,24-02-2018,13,10:15
120001976,44913,24-02-2018,3,10:30
120001977,38502,25-02-2018,4,10:45
120001978,37427,25-02-2018,3,11:00
120001979,47288,25-02-2018,4,11:15
120001980,60224,25-02-2018,4,11:30
120001981,23070,25-02-2018,15,11:45
120001982,64284,25-02-2018,6,12:00
120001983,24755,25-02-2018,4,12:15
120001984,22793,25-02-2018,13,12:30
120001985,74115,26-02-2018,2,12:45
120001986,59330,26-02-2018,13,13:00
120001987,61860,26-02-2018,1,13:15
120001988,66016,26-02-2018,13,13:30
120001989,71419,26-02-2018,14,13:45
120001990,20047,26-02-2018,2,14:00
120001991,32167,26-02-2018,3,14:15
120001992,56356,26-02-2018,8,14:30
120001993,21922,26-02-2018,7,14:45
120001994,16437,26-02-2018,9,15:00
120001995,44032,27-02-2018,3,15:15
120001996,37821,27-02-2018,14,15:30
120001997,39398,27-02-2018,7,15:45
120001998,56997,28-02-2018,10,16:00
120001999,22219,28-02-2018,4,16:15
120002000,46059,28-02-2018,2,16:30
120002001,78710,28-02-2018,14,16:45
120002002,28401,28-02-2018,2,17:00
120002003,42540,01-03-2018,14,09:00
120002004,16389,01-03-2018,13,09:15
120002005,43036,01-03-2018,3,09:30
120002006,28708,02-03-2018,12,09:45
120002007,35354,02-03-2018,3,10:00
120002008,77532,03-03-2018,4,10:15
120002009,50529,03-03-2018,5,10:30
120002010,21853,03-03-2018,9,10:45
120002011,31637,03-03-2018,5,11:00
120002012,51996,03-03-2018,5,11:15
120002013,14610,03-03-2018,5,11:30
120002014,24667,03-03-2018,3,11:45
120002015,44901,03-03-2018,6,12:00
120002016,44913,03-03-2018,14,12:15
120002017,38502,03-03-2018,9,12:30
120002018,37427,03-03-2018,14,12:45
120002019,47288,03-03-2018,13,13:00
120002020,60224,04-03-2018,9,13:15
120002021,23070,04-03-2018,14,13:30
120002022,64284,04-03-2018,14,13:45
120002023,24755,04-03-2018,2,14:00
120002024,22793,04-03-2018,6,14:15
120002025,74115,04-03-2018,14,14:30
120002026,59330,04-03-2018,5,14:45
120002027,61860,04-03-2018,11,15:00
120002028,66016,05-03-2018,2,15:15
120002029,71419,05-03-2018,11,15:30
120002030,20047,05-03-2018,3,15:45
120002031,32167,05-03-2018,3,16:00
120002032,56356,05-03-2018,9,16:15
120002033,21922,05-03-2018,8,16:30
120002034,16437,05-03-2018,6,16:45
120002035,44032,05-03-2018,10,17:00
120002036,37821,06-03-2018,12,09:00
120002037,39398,06-03-2018,5,09:15
120002038,56997,06-03-2018,10,09:30
120002039,22219,06-03-2018,13,09:45
120002040,46059,06-03-2018,2,10:00
120002041,78710,07-03-2018,7,10:15
120002042,28401,07-03-2018,5,10:30
120002043,42540,07-03-2018,7,10:45
120002044,16389,07-03-2018,5,11:00
120002045,43036,07-03-2018,13,11:15
120002046,28708,08-03-2018,4,11:30
120002047,35354,08-03-2018,1,11:45
120002048,77532,08-03-2018,12,12:00
120002049,50529,08-03-2018,5,12:15
120002050,21853,08-03-2018,7,12:30
120002051,31637,08-03-2018,11,12:45
120002052,51996,08-03-2018,2,13:00
120002053,14610,09-03-2018,10,13:15
120002054,24667,09-03-2018,6,13:30
120002055,44901,09-03-2018,12,13:45
120002056,44913,10-03-2018,10,14:00
120002057,38502,10-03-2018,4,14:15
120002058,37427,10-03-2018,13,14:30
120002059,47288,10-03-2018,7,14:45
120002060,60224,10-03-2018,6,15:00
120002061,23070,10-03-2018,12,15:15
120002062,64284,10-03-2018,4,15:30
120002063,24755,11-03-2018,7,15:45
120002064,22793,11-03-2018,10,16:00
120002065,74115,11-03-2018,6,16:15
120002066,59330,11-03-2018,3,16:30
120002067,61860,11-03-2018,7,16:45
120002068,66016,12-03-2018,7,17:00
120002069,71419,12-03-2018,1,09:00
120002070,20047,12-03-2018,1,09:15
120002071,32167,12-03-2018,9,09:30
120002072,56356,13-03-2018,9,09:45
120002073,21922,14-03-2018,13,10:00
120002074,16437,15-03-2018,13,10:15
120002075,44032,15-03-2018,13,10:30
120002076,37821,15-03-2018,14,10:45
120002077,39398,15-03-2018,13,11:00
120002078,56997,15-03-2018,11,11:15
120002079,22219,15-03-2018,11,11:30
120002080,46059,15-03-2018,14,11:45
120002081,78710,16-03-2018,2,12:00
120002082,28401,16-03-2018,5,12:15
120002083,42540,16-03-2018,8,12:30
120002084,16389,16-03-2018,3,12:45
120002085,43036,16-03-2018,7,13:00
120002086,28708,17-03-2018,5,13:15
120002087,35354,18-03-2018,7,13:30
120002088,77532,19-03-2018,4,13:45
120002089,50529,19-03-2018,15,14:00
120002090,21853,20-03-2018,2,14:15
120002091,31637,20-03-2018,4,14:30
120002092,51996,21-03-2018,9,14:45
120002093,14610,21-03-2018,5,15:00
